text,label
"expense: Таксі аеропорт","Транспорт"
"expense: Паркувальний талон","Транспорт"
"expense: Електрокар зарядка","Транспорт"
"expense: Велопрокат","Транспорт"
"expense: Самокат оренда","Транспорт"
"expense: Поїзд електричка","Транспорт"
"expense: Університет оплата","Освіта"
"expense: Школа навчання","Освіта"
"expense: Курси програмування","Освіта"
"expense: Інститут","Освіта"
"expense: Репетитор математика","Освіта"
"expense: Англійська мова","Освіта"
"expense: Курси іспанської","Освіта"
"expense: Німецька мова","Освіта"
"expense: Онлайн курс Coursera","Освіта"
"expense: Udemy навчання","Освіта"
"expense: Skillshare","Освіта"
"expense: Udacity","Освіта"
"expense: Бібліотека абонемент","Освіта"
"expense: Підручники","Освіта"
"expense: Навчальні матеріали","Освіта"
"expense: Конспекти","Освіта"
"expense: Екзамен оплата","Освіта"
"expense: Сертифікація","Освіта"
"expense: Тренінг","Освіта"
"expense: Семінар","Освіта"
"expense: Дитячий садок","Освіта"
"expense: Гурток малювання","Освіта"
"expense: Музична школа","Освіта"
"expense: Спортивна секція","Освіта"
"expense: Курси кулінарії","Освіта"
"expense: Автошкола","Освіта"
"expense: Курси візажу","Освіта"
"expense: Майстер-клас кондитерський","Освіта"
"expense: MBA програма","Освіта"
"expense: Магістратура","Освіта"
"expense: Аспірантура","Освіта"
"expense: Дипломна робота","Освіта"
"expense: Кіно квиток","Розваги"
"expense: Театр вистава","Розваги"
"expense: Концерт білет","Розваги"
"expense: Музей вхід","Розваги"
"expense: Боулінг гра","Розваги"
"expense: Більярд","Розваги"
"expense: Квест рум","Розваги"
"expense: Клуб вхід","Розваги"
"expense: Netflix підписка","Розваги"
"expense: Spotify музика","Розваги"
"expense: YouTube Premium","Розваги"
"expense: Apple Music","Розваги"
"expense: PlayStation Store","Розваги"
"expense: Xbox Game Pass","Розваги"
"expense: Steam гра","Розваги"
"expense: Nintendo","Розваги"
"expense: Книгарня книга","Розваги"
"expense: Зоопарк","Розваги"
"expense: Аквапарк","Розваги"
"expense: Парк розваг","Розваги"
"expense: Футбол матч","Розваги"
"expense: Спортзал абонемент","Розваги"
"expense: Басейн","Розваги"
"expense: Тренажерний зал","Розваги"
"expense: Майстер-клас","Розваги"
"expense: Курси танців","Розваги"
"expense: Йога студія","Розваги"
"expense: Фітнес клуб","Розваги"
"expense: Картинг","Розваги"
"expense: Пейнтбол","Розваги"
"expense: Батутний центр","Розваги"
"expense: Планетарій","Розваги"
"expense: Zara одяг","Покупки"
"expense: H&M магазин","Покупки"
"expense: Інтертоп взуття","Покупки"
"expense: Nike кросівки","Покупки"
"expense: Adidas спорттовари","Покупки"
"expense: Reserved одяг","Покупки"
"expense: Bershka","Покупки"
"expense: Pull&Bear","Покупки"
"expense: Rozetka електроніка","Покупки"
"expense: Comfy техніка","Покупки"
"expense: Foxtrot","Покупки"
"expense: Алло телефон","Покупки"
"expense: IKEA меблі","Покупки"
"expense: Епіцентр будматеріали","Покупки"
"expense: Leroy Merlin","Покупки"
"expense: OBI","Покупки"
"expense: Ювелірний магазин","Покупки"
"expense: Косметика EVA","Покупки"
"expense: Watsons","Покупки"
"expense: Makeup косметика","Покупки"
"expense: Парфуми","Покупки"
"expense: Аксесуари","Покупки"
"expense: Сумки","Покупки"
"expense: Годинник магазин","Покупки"
"expense: Іграшки дитячі","Покупки"
"expense: Bookshelf канцтовари","Покупки"
"expense: Зоомагазин","Покупки"
"expense: Квіти","Покупки"
"expense: Amazon замовлення","Покупки"
"expense: AliExpress покупка","Покупки"
"expense: Prom.ua","Покупки"
"expense: OLX оплата","Покупки"
"expense: Київенерго світло","Комунальні"
"expense: Київводоканал вода","Комунальні"
"expense: Газ опалення","Комунальні"
"expense: Теплоенерго","Комунальні"
"expense: Електроенергія оплата","Комунальні"
"expense: Водопостачання","Комунальні"
"expense: Газопостачання","Комунальні"
"expense: Опалення","Комунальні"
"expense: Квартплата","Комунальні"
"expense: ОСББ внесок","Комунальні"
"expense: Домофон","Комунальні"
"expense: Інтернет провайдер","Комунальні"
"expense: Київстар інтернет","Комунальні"
"expense: Vodafone","Комунальні"
"expense: Lifecell","Комунальні"
"expense: Утримання будинку","Комунальні"
"expense: Вивіз сміття","Комунальні"
"expense: Ліфт обслуговування","Комунальні"
"expense: Домофон оплата","Комунальні"
"expense: Консьєрж","Комунальні"
"expense: Капітальний ремонт","Комунальні"
"expense: Прибирання","Комунальні"
"expense: Охорона будинку","Комунальні"
"expense: Антена ТВ","Комунальні"
"expense: Кабельне телебачення","Комунальні"
"expense: Супутникове ТВ","Комунальні"
"expense: Лічильник електроенергії","Комунальні"
"expense: Лічильник води","Комунальні"
"expense: Газовий лічильник","Комунальні"
"expense: Комунальні послуги","Комунальні"
